date,feature_index,avg(band_0)
2021-10-29T00:00:00.000Z,2,0.3752333915268698
2022-01-22T00:00:00.000Z,2,0.3311552277295822
2022-01-22T00:00:00.000Z,1,0.7032480412444403
2022-01-22T00:00:00.000Z,0,0.19372748772815535
2022-03-03T00:00:00.000Z,0,0.14758150515931162
2022-03-03T00:00:00.000Z,2,0.308433282927299
2022-03-03T00:00:00.000Z,1,0.5790945963624884
2022-04-04T00:00:00.000Z,0,0.38652294377485913
2022-04-04T00:00:00.000Z,2,
2022-04-04T00:00:00.000Z,1,
2022-06-11T00:00:00.000Z,0,0.4332891983903624
2022-06-11T00:00:00.000Z,2,0.3897999562374643
2022-06-11T00:00:00.000Z,1,0.9129760071510162
2022-10-19T00:00:00.000Z,1,0.8161476665062211
2022-10-19T00:00:00.000Z,0,0.3001517676075141
2022-10-19T00:00:00.000Z,2,0.3903216649726638
2022-11-30T00:00:00.000Z,0,
2021-04-19T00:00:00.000Z,2,0.3417517524453162
2021-04-22T00:00:00.000Z,2,0.3490672401848251
2021-04-19T00:00:00.000Z,0,0.1488819588762964
2021-04-22T00:00:00.000Z,1,0.80639358216303
2021-04-22T00:00:00.000Z,0,0.15141933231852556
2021-04-19T00:00:00.000Z,1,0.47164142727851865
2021-06-11T00:00:00.000Z,0,0.21578590653812402
2021-06-13T00:00:00.000Z,1,0.9206450038443017
2021-06-13T00:00:00.000Z,0,0.19100377379010963
2021-06-11T00:00:00.000Z,1,0.8980227381176591
2021-06-13T00:00:00.000Z,2,0.35477522532024974
2021-06-11T00:00:00.000Z,2,0.37386065115808503
2021-10-01T00:00:00.000Z,0,0.6689616484324599
2021-10-01T00:00:00.000Z,2,0.38436507462654684
2021-10-01T00:00:00.000Z,1,0.8334083185265647
2021-10-24T00:00:00.000Z,1,0.7844520978833355
2021-10-26T00:00:00.000Z,2,
2021-10-24T00:00:00.000Z,0,0.39701993604168806
2021-10-26T00:00:00.000Z,0,
2021-10-24T00:00:00.000Z,2,0.4008272715757869
2021-12-03T00:00:00.000Z,0,0.26135171119930556
2021-12-03T00:00:00.000Z,1,0.5303979169263641
2021-12-03T00:00:00.000Z,2,0.35278091820662943
2022-05-12T00:00:00.000Z,0,
2022-05-14T00:00:00.000Z,0,0.16760114242275273
2022-05-14T00:00:00.000Z,1,0.9443341339309139
2022-05-12T00:00:00.000Z,2,
2022-05-12T00:00:00.000Z,1,0.892252132514628
2022-05-14T00:00:00.000Z,2,0.36881824093183496
2022-06-06T00:00:00.000Z,1,0.904059412290241
2022-06-06T00:00:00.000Z,2,0.3704413220808735
2022-06-06T00:00:00.000Z,0,0.3344034556263634
2022-07-03T00:00:00.000Z,0,0.8028492783404901
2022-07-06T00:00:00.000Z,2,0.3775768785452216
